index,id,title,genres,overview,release_date,credits,poster_path
3669,42194,Tekken,Crime Drama Action Thriller Science Fiction,In the year of 2039 after World Wars destroy much of the civilization as we know it territories are no longer run by governments but by corporations; the mightiest of which is the Mishima Zaibatsu. In order to placate the seething masses of this dystopia Mishima sponsors Tekken a tournament in which fighters battle until only one is left standing.,2010-03-20,JonFoo KellyOverton Cary HiroyukiTagawa IanAnthonyDale,/l7Ls47AkVXlRAibEWHe09nD6sYj.jpg
3671,97020,RoboCop,Science Fiction Action,In RoboCop the year is 2028 and multinational conglomerate OmniCorp is at the center of robot technology.  Overseas their drones have been used by the military for years but have been forbidden for law enforcement in America.  Now OmniCorp wants to bring their controversial technology to the home front and they see a golden opportunity to do it.  When Alex Murphy – a loving husband father and good cop doing his best to stem the tide of crime and corruption in Detroit – is critically injured OmniCorp sees their chance to build a part-man part-robot police officer.  OmniCorp envisions a RoboCop in every city and even more billions for their shareholders but they never counted on one thing: there is still a man inside the machine.,2014-01-30,JoelKinnaman GaryOldman MichaelKeaton AbbieCornish JackieEarleHaley,/gM5ql3BKYmHG3WtZ0buKXN7xY8O.jpg
3672,419478,Midnight Sun,Romance Drama,Katie a 17-year-old has been sheltered since childhood and confined to her house during the day by a rare disease that makes even the smallest amount of sunlight deadly. Fate intervenes when she meets Charlie and they embark on a summer romance.,2018-03-22,BellaThorne PatrickSchwarzenegger RobRiggle QuinnShephard KenTremblett,/vPG2zEKPXhovPW9S91SRnwr5JM1.jpg
3673,1729,The Forbidden Kingdom,Action Adventure Fantasy,An American teenager who is obsessed with Hong Kong cinema and kung-fu classics makes an extraordinary discovery in a Chinatown pawnshop: the legendary stick weapon of the Chinese sage and warrior the Monkey King. With the lost relic in hand the teenager unexpectedly finds himself travelling back to ancient China to join a crew of warriors from martial arts lore on a dangerous quest to free the imprisoned Monkey King.,2008-04-18,JackieChan JetLi MichaelAngarano LiuYifei LiBingbing,/mkrwLBAFHwLnQF8qdhCH0VOQqff.jpg
3675,12159,What Dreams May Come,Drama Fantasy Romance,Chris Neilson dies to find himself in a heaven more amazing than he could have ever dreamed of. There is one thing missing: his wife. After he dies his wife Annie killed herself and went to hell. Chris decides to risk eternity in hades for the small chance that he will be able to bring her back to heaven.,1998-10-02,RobinWilliams CubaGoodingJr. AnnabellaSciorra MaxvonSydow JessicaBrooksGrant,/2gUfJKfJ6LwdqQebiAWuNzIWyp9.jpg
3676,9655,She's the Man,Comedy Drama Romance,Viola Hastings is in a real jam. Complications threaten her scheme to pose as her twin brother Sebastian and take his place at a new boarding school. She falls in love with her handsome roommate Duke who loves beautiful Olivia who has fallen for Sebastian! As if that were not enough Viola's twin returns from London ahead of schedule but has no idea that his sister has already replaced him on campus.,2006-03-17,AmandaBynes ChanningTatum LauraRamsey VinnieJones DavidCross,/gdF2PEBdwoohpPqKL93eCk17zNO.jpg
3677,395991,Only the Brave,Drama Action History,Members of the Granite Mountain Hotshots battle deadly wildfires to save an Arizona town.,2017-09-22,JoshBrolin MilesTeller JeffBridges JenniferConnelly JamesBadgeDale,/lC7WdUNLOJI3sllaDGNdFy2GT8g.jpg
3678,9946,End of Days,Action Fantasy Horror Mystery,On 28 December 1999 the citizens of New York City are getting ready for the turn of the millennium. However Satan decides to crash the party by coming to the city  and searching for his chosen bride — a 20-year-old woman named Christine York. The world will end and the only hope lies within an atheist named Jericho Cane.,1999-11-24,ArnoldSchwarzenegger GabrielByrne RobinTunney KevinPollak CCHPounder,/pY8FbKKl3VD0jRI1iDFrwN6alLa.jpg
3679,866413,You People,Romance Comedy,A new couple and their families reckon with modern love amid culture clashes societal expectations and generational differences.,2023-01-20,JonahHill LaurenLondon EddieMurphy JuliaLouis Dreyfus,/x5E4TndwASNkaK2hwgeYfsIVo2x.jpg
3680,10019,Mannequin,Fantasy Comedy Romance,Jonathan Switcher an unemployed artist finds a job as an assistant window dresser for a department store. When Jonathan happens upon a beautiful mannequin he previously designed she springs to life and introduces herself as Emmy an Egyptian under an ancient spell. Despite interference from the store's devious manager Jonathan and his mannequin fall in love while creating eye-catching window displays to keep the struggling store in business.,1987-02-13,AndrewMcCarthy KimCattrall EstelleGetty JamesSpader G.W.Bailey,/oHMA8euTiZdDFXDi5zaIQQXwl0K.jpg
3681,2119,Days of Thunder,Adventure Action Drama,Talented but unproven stock car driver Cole Trickle gets a break and with the guidance of veteran Harry Hogge turns heads on the track. The young hotshot develops a rivalry with a fellow racer that threatens his career when the two smash their cars. But with the help of his doctor Cole just might overcome his injuries-- and his fear.,1990-06-27,TomCruise RobertDuvall NicoleKidman RandyQuaid CaryElwes,/4kHzXHRJGcRxxRvkCvb5yTxZwml.jpg
3682,306,Beverly Hills Cop III,Action Comedy Crime,Back in sunny southern California and on the trail of two murderers Axel Foley again teams up with LA cop Billy Rosewood. Soon they discover that an amusement park is being used as a front for a massive counterfeiting ring – and it's run by the same gang that shot Billy's boss.,1994-05-24,EddieMurphy JudgeReinhold HectorElizondo GilbertR.Hill TimothyCarhart,/7vIpCkgGEfk5LZwm78nMxswLJRH.jpg
3683,22074,Capitalism: A Love Story,Documentary,Michael Moore comes home to the issue he's been examining throughout his career: the disastrous impact of corporate dominance on the everyday lives of Americans (and by default the rest of the world).,2009-09-06,MichaelMoore ElijahCummings MarcyKaptur BernieSanders ElizabethWarren,/zJBkIPakBXdu3cEgGqKCPHUNXVE.jpg
3684,72358,A Thousand Words,Drama Comedy,Jack McCall is a fast-talking literary agent who can close any deal any time any way. He has set his sights on New Age guru Dr. Sinja for his own selfish purposes. But Dr. Sinja is on to him and Jack’s life comes unglued after a magical Bodhi tree mysteriously appears in his backyard. With every word Jack speaks a leaf falls from the tree and he realizes that when the last leaf falls both he and the tree are toast. Words have never failed Jack McCall but now he’s got to stop talking and conjure up some outrageous ways to communicate or he’s a goner.,2012-03-07,EddieMurphy KerryWashington CliffCurtis ClarkDuke AllisonJanney,/4BoeDiKFqKwq4mfU8ITDLglFyoc.jpg
3685,11395,The Santa Clause,Fantasy Drama Comedy Family,On Christmas Eve divorced dad Scott Calvin and his son discover Santa Claus has fallen off their roof. When Scott takes the reins of the magical sleigh he finds he is now the new Santa and must convince a world of disbelievers including himself.,1994-11-11,TimAllen JudgeReinhold WendyCrewson EricLloyd DavidKrumholtz,/qLzpA23AsOTmNSKsEdPJi0atWcP.jpg
3686,399055,The Shape of Water,Drama Fantasy Romance,An other-worldly story set against the backdrop of Cold War era America circa 1962 where a mute janitor working at a lab falls in love with an amphibious man being held captive there and devises a plan to help him escape.,2017-12-01,SallyHawkins DougJones MichaelShannon RichardJenkins OctaviaSpencer,/9zfwPffUXpBrEP26yp0q1ckXDcj.jpg
3687,627290,Antebellum,Horror,Successful author Veronica finds herself trapped in a horrifying reality and must uncover the mind-bending mystery before it's too late.,2020-09-02,JanelleMonáe EricLange JenaMalone JackHuston KierseyClemons,/irkse1FMm9dWemwlxKJ7RINT9Iy.jpg
3689,9495,The Crow,Fantasy Action Thriller,Exactly one year after young rock guitarist Eric Draven and his fiancée are brutally killed by a ruthless gang of criminals Draven—watched over by a hypnotic crow—returns from the grave to exact revenge.,1994-05-11,BrandonLee RochelleDavis ErnieHudson MichaelWincott BaiLing,/iH5eExSCOv1kxJXH9npPyM0EAJF.jpg
3691,600354,The Father,Drama,A man refuses all assistance from his daughter as he ages and as he tries to make sense of his changing circumstances he begins to doubt his loved ones his own mind and even the fabric of his reality.,2020-12-23,AnthonyHopkins OliviaColman MarkGatiss OliviaWilliams ImogenPoots,/pr3bEQ517uMb5loLvjFQi8uLAsp.jpg
3696,582186,"Oh, Ramona!",Comedy Romance,"Oh Ramona! seeks the transformation of Andrew from a teenager into an adult who lives candidly and selflessly his first love story innocent and uninvolved alternating with the second intense and insane story incapable of making a choice. Oh Ramona! is the cinematic rewriting of Andrei Ciobanu's book ""Suge-o Ramona!"".",2019-02-14,BogdanIancu AggyK.Adams BasilEidenbenz HollyHorne AdinaStetcu,/mscdZrk8k6VTVOgbVF5IpsaA8sK.jpg
3697,14164,Dragonball Evolution,Action Adventure Fantasy Science Fiction Thriller,On his 18th birthday Goku receives a mystical Dragonball as a gift from his grandfather. There are only six others like it in the whole world and legend has it that whoever possesses all seven will be granted one perfect wish. When the arrival of a dark force triggers a tragedy Goku and his companions are propelled into an epic quest to collect the seven Dragonballs and save the Earth from destruction.,2009-03-12,JustinChatwin ChowYun fat JoonPark JamieChung,/23PcKOqNdhKeMFzORzQGn5eC44N.jpg
3699,9038,The Heartbreak Kid,Comedy Romance,"Eddie the 40-year-old confirmed bachelor finally says ""I do"" to the beautiful and sexy Lila. But during their honeymoon in Mexico the woman of his dreams turns out to be a total nightmare and the guy who could never pull the trigger realizes he’s jumped the gun.",2007-10-05,BenStiller MalinÅkerman MichelleMonaghan JerryStiller RobCorddry,/bVWM0L3DqFpNE3Yt49WjAgTQUc0.jpg
3700,37137,The Naked Gun 2½: The Smell of Fear,Comedy Crime,Bumbling lieutenant Frank Drebin is out to foil the big boys in the energy industry who intend to suppress technology that will put them out of business.,1991-06-28,LeslieNielsen PriscillaPresley GeorgeKennedy O.J.Simpson RobertGoulet,/v9niLQWVzVPB1cP1ThNdEaLZG1Q.jpg
3701,163,Ocean's Twelve,Thriller Crime,Danny Ocean reunites with his old flame and the rest of his merry band of thieves in carrying out three huge heists in Rome Paris and Amsterdam – but a Europol agent is hot on their heels.,2004-12-09,GeorgeClooney BradPitt MattDamon CatherineZeta Jones,/Ad55M8newGWemFWCsMAkxO3fDwl.jpg
3702,354282,Science Fiction Volume One: The Osiris Child,Science Fiction,Set in the future in a time of interplanetary colonization an unlikely pair race against an impending global crisis and are confronted by the monsters that live inside us all.,2016-02-17,KellanLutz DanielMacPherson IsabelLucas LukeFord RachelGriffiths,/3sx69bH2n2tgvknvq2VROJ6lEXS.jpg
3703,343674,Gerald's Game,Horror Thriller,When her husband's sex game goes wrong Jessie (who is handcuffed to a bed in a remote lake house) faces warped visions dark secrets and a dire choice.,2017-09-29,CarlaGugino BruceGreenwood HenryThomas ChiaraAurelia KateSiegel,/32dippiypDdaKv7XFEfUlQ7kPup.jpg
3704,17610,Year One,Comedy Adventure,When a couple of lazy hunter-gatherers are banished from their primitive village they set off on an epic journey through the ancient world.,2009-06-18,JackBlack MichaelCera OliverPlatt DavidCross ChristopherMintz,/qF573jdJYwtCbXVXPDn4xu8nW2a.jpg
3706,242310,Rage,Action Crime Thriller,When the Russian mob kidnaps the daughter of a reformed criminal he rounds up his old crew and seeks his own brand of justice.,2014-05-09,NicolasCage AubreyPeeples RachelNichols PeterStormare DannyGlover,/1pC6xTd15iLIs5De7JKQfrDmKyd.jpg
3707,454527,Benedetta,Drama History Romance,A 17th-century nun becomes entangled in a forbidden lesbian affair with a novice. But it is Benedetta's shocking religious visions that threaten to shake the Church to its core.,2021-07-09,VirginieEfira CharlotteRampling DaphnéPatakia LambertWilson OlivierRabourdin,/bQnP9YzjxbJ4kGYYChip4lUIS5U.jpg
3708,449985,Triple Threat,Thriller Action,A crime syndicate places a hit on a billionaire's daughter making her the target of an elite assassin squad. A small band of down-and-out mercenaries protects her fighting tooth and nail to stop the assassins from reaching their target.,2019-03-19,TonyJaa TigerHuChen IkoUwais ScottAdkins MichaelJaiWhite,/cSpM3QxmoSLp4O1WAMQpUDcaB7R.jpg
3710,514847,The Hunt,Action Thriller Horror,Twelve strangers wake up in a clearing. They don't know where they are—or how they got there. In the shadow of a dark internet conspiracy theory ruthless elitists gather at a remote location to hunt humans for sport. But their master plan is about to be derailed when one of the hunted turns the tables on her pursuers.,2020-03-11,BettyGilpin HilarySwank EthanSuplee TeriWyble IkeBarinholtz,/wxPhn4ef1EAo5njxwBkAEVrlJJG.jpg
3717,13682,Pooh's Heffalump Movie,Family Animation Comedy Fantasy,Who or what exactly is a Heffalump? The lovable residents of the Hundred Acre Wood -- Winnie the Pooh Rabbit Tigger Eeyore Kanga and the rest of the pack -- embark on a journey of discovery in search of the elusive Heffalump. But as is always the case this unusual road trip opens their eyes to so much more than just the creature they're seeking.,2005-02-11,JimCummings JohnFiedler KathSoucie KenSansom PeterCullen,/5kd5JqccroxOnC9sVMP5NtLrbkr.jpg
